round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,clipnorm,dropout,epochs,hidden_size,layers,optimizer,recurrent_dropout
100,1.3184752702713012,0.75,1.202706080675125,0.78875,sigmoid,40,1000.0,0,100,32,2,<class 'keras.optimizers.Adam'>,0
100,0.20592353940010072,0.9100000262260437,0.10222564942669124,0.94875,sigmoid,20,0.1,0.25,100,128,1,<class 'keras.optimizers.Adam'>,0
100,0.20931877009570599,0.925000011920929,0.1141013914719224,0.945,softmax,20,None,0.5,100,256,1,<class 'keras.optimizers.RMSprop'>,0.25
100,1.4546332955360413,0.7300000190734863,1.4427767843008041,0.7475,softmax,100,None,0,100,32,1,<class 'keras.optimizers.RMSprop'>,0
100,0.5823366045951843,0.824999988079071,0.7359809502959251,0.855,sigmoid,100,None,0.5,100,64,2,<class 'keras.optimizers.Nadam'>,0.25
100,0.5643225848674774,0.8650000095367432,0.5447183400392532,0.86125,softmax,40,1000.0,0.5,100,64,1,<class 'keras.optimizers.RMSprop'>,0
100,0.42011224627494814,0.8799999952316284,0.39120292365550996,0.92125,sigmoid,40,None,0.25,100,64,2,<class 'keras.optimizers.Adam'>,0.25
100,0.17128416448831557,0.9350000023841858,0.07709369296208024,0.9475,sigmoid,40,None,0.25,100,256,2,<class 'keras.optimizers.RMSprop'>,0.5
100,0.24832329154014587,0.9150000214576721,0.08657116116955876,0.9575,softmax,100,0.1,0.5,100,256,2,<class 'keras.optimizers.Adam'>,0.25
100,1.399191677570343,0.7099999785423279,1.6570860147476196,0.59625,softmax,100,10.0,0.5,100,32,2,<class 'keras.optimizers.Adadelta'>,0
100,1.652693545818329,0.6349999904632568,1.858010572195053,0.56625,sigmoid,20,10.0,0,100,32,1,<class 'keras.optimizers.Adam'>,0.5
100,0.25983352661132814,0.8999999761581421,0.16159227322787045,0.93625,softmax,40,10.0,0,100,128,1,<class 'keras.optimizers.Nadam'>,0.5
100,0.6792887806892395,0.8550000190734863,0.9293518006801605,0.82,sigmoid,40,None,0.5,100,64,2,<class 'keras.optimizers.RMSprop'>,0.5
100,0.19555844366550446,0.9200000166893005,0.07793921953998506,0.955,softmax,100,0.1,0.25,100,256,2,<class 'keras.optimizers.Nadam'>,0.5
100,0.3799933880567551,0.8899999856948853,0.2593192055821419,0.93125,softmax,40,1000.0,0.25,100,64,2,<class 'keras.optimizers.Adadelta'>,0.25
100,0.18778459606692194,0.9300000071525574,0.08262176844327769,0.94875,softmax,20,1.0,0.25,100,256,2,<class 'keras.optimizers.RMSprop'>,0.5
100,1.2993026494979858,0.7300000190734863,1.1811578780412675,0.74,softmax,40,1.0,0.25,100,32,1,<class 'keras.optimizers.RMSprop'>,0
100,0.2148352563381195,0.9200000166893005,0.11736988564953207,0.94875,sigmoid,40,0.1,0.25,100,128,1,<class 'keras.optimizers.RMSprop'>,0
100,0.22498356699943542,0.9200000166893005,0.17079184036701917,0.94375,sigmoid,20,1000.0,0.25,100,256,1,<class 'keras.optimizers.Adam'>,0.5
100,0.5596072122454643,0.8500000238418579,0.30337851904332636,0.9,softmax,20,None,0.25,100,32,2,<class 'keras.optimizers.Nadam'>,0.5
100,1.2151163816452026,0.7200000286102295,1.905531221628189,0.44625,softmax,20,1000.0,0.5,100,32,1,<class 'keras.optimizers.Nadam'>,0.5
100,0.2093815304338932,0.9150000214576721,0.082368815864902,0.95875,softmax,20,10.0,0.25,100,128,1,<class 'keras.optimizers.RMSprop'>,0
100,0.683877456188202,0.8199999928474426,0.7913772813975811,0.8025,softmax,20,None,0.25,100,64,1,<class 'keras.optimizers.Adadelta'>,0.25
100,0.6329601988196373,0.8199999928474426,0.5677482537925244,0.80875,softmax,20,1000.0,0.25,100,128,2,<class 'keras.optimizers.Nadam'>,0.25
100,1.5312728404998779,0.7450000047683716,1.7848640143871308,0.61,softmax,40,1.0,0.5,100,32,1,<class 'keras.optimizers.RMSprop'>,0
83,0.19455392844974995,0.925000011920929,nan,0.93125,sigmoid,20,0.1,0.25,100,256,1,<class 'keras.optimizers.RMSprop'>,0.5
100,0.35154907703399657,0.8899999856948853,0.2989619791507721,0.9125,sigmoid,40,1.0,0.25,100,128,1,<class 'keras.optimizers.RMSprop'>,0.25
100,0.650776869058609,0.8399999737739563,0.8365394741296768,0.78375,softmax,20,1.0,0,100,64,1,<class 'keras.optimizers.Adam'>,0.5
100,0.2605348080396652,0.925000011920929,0.21963264271616936,0.94125,sigmoid,40,None,0,100,128,1,<class 'keras.optimizers.Adam'>,0.25
100,2.432401418685913,0.5550000071525574,2.8317285776138306,0.28,softmax,100,1000.0,0.5,100,32,1,<class 'keras.optimizers.Adam'>,0.5
100,0.29685071110725403,0.8849999904632568,0.10935919918119907,0.945,softmax,100,1.0,0.25,100,128,2,<class 'keras.optimizers.Adam'>,0.5
100,1.474259889125824,0.7149999737739563,1.9979215085506439,0.47375,sigmoid,20,0.1,0.5,100,256,1,<class 'keras.optimizers.Adadelta'>,0.5
100,0.6497443377971649,0.8500000238418579,0.8851255685091018,0.7975,sigmoid,40,1.0,0.25,100,64,1,<class 'keras.optimizers.Nadam'>,0.25
100,0.3864492945373058,0.8949999809265137,0.12282363380072639,0.9475,softmax,20,1.0,0.5,100,128,1,<class 'keras.optimizers.RMSprop'>,0
100,0.21045829057693483,0.9350000023841858,0.10628322083503008,0.9525,softmax,40,1.0,0,100,256,1,<class 'keras.optimizers.Adam'>,0.5
100,0.2521996408700943,0.9300000071525574,0.2560902014374733,0.93,sigmoid,40,1000.0,0.25,100,256,1,<class 'keras.optimizers.Adadelta'>,0.5
100,0.499324643611908,0.8600000143051147,0.6712361209094524,0.83125,softmax,20,1.0,0.25,100,64,1,<class 'keras.optimizers.RMSprop'>,0.25
100,0.18376901522278785,0.9100000262260437,0.07711483576713363,0.95625,sigmoid,40,0.1,0,100,128,2,<class 'keras.optimizers.Nadam'>,0.25
100,0.27601407170295716,0.8949999809265137,0.08760231202759314,0.95125,sigmoid,20,0.1,0.5,100,256,2,<class 'keras.optimizers.Adam'>,0.5
100,2.058847427368164,0.5799999833106995,2.2630871534347534,0.5,softmax,100,0.1,0.25,100,128,2,<class 'keras.optimizers.Adadelta'>,0.25
100,0.3194963075220585,0.8899999856948853,0.12624227781780065,0.95,softmax,20,10.0,0.25,100,64,2,<class 'keras.optimizers.Adam'>,0
100,0.3536978453397751,0.8899999856948853,0.16310275644063948,0.94125,softmax,40,1.0,0.25,100,64,2,<class 'keras.optimizers.Adam'>,0
100,0.7368564128875732,0.824999988079071,1.0297839999198914,0.7325,softmax,40,None,0.25,100,64,1,<class 'keras.optimizers.Adam'>,0.5
100,0.23643391355872154,0.9150000214576721,0.07298546878464549,0.9575,softmax,20,1.0,0.25,100,256,2,<class 'keras.optimizers.Adam'>,0
100,0.5143861770629883,0.8600000143051147,0.4948527440428734,0.87875,sigmoid,20,1000.0,0,100,64,1,<class 'keras.optimizers.RMSprop'>,0.25
100,0.4648399315774441,0.8700000047683716,0.13315069489181042,0.94375,sigmoid,20,10.0,0,100,64,2,<class 'keras.optimizers.RMSprop'>,0.25
100,0.2224014326930046,0.9300000071525574,0.0767911541108333,0.96375,softmax,20,0.1,0,100,128,2,<class 'keras.optimizers.Adam'>,0.5
100,1.1069948077201843,0.7749999761581421,1.5483513623476028,0.62625,softmax,100,10.0,0.5,100,64,1,<class 'keras.optimizers.RMSprop'>,0.25
100,0.265767902135849,0.9100000262260437,0.21043947525322437,0.935,softmax,100,0.1,0.25,100,256,1,<class 'keras.optimizers.Adam'>,0.5
100,0.1918965235352516,0.9350000023841858,0.07717821253463626,0.955,sigmoid,40,1.0,0.25,100,256,2,<class 'keras.optimizers.RMSprop'>,0
100,0.25362445414066315,0.9150000214576721,0.12761406227946281,0.95125,sigmoid,100,10.0,0,100,128,2,<class 'keras.optimizers.RMSprop'>,0.25
100,0.42505220174789426,0.8600000143051147,0.53519267141819,0.85625,sigmoid,20,1000.0,0.25,100,128,1,<class 'keras.optimizers.Adam'>,0.5
100,0.1833649668842554,0.9449999928474426,0.07568736683770112,0.95125,sigmoid,20,0.1,0,100,256,2,<class 'keras.optimizers.Nadam'>,0
100,0.2518247693777084,0.9100000262260437,0.07963432412361726,0.96,softmax,40,1.0,0.25,100,128,1,<class 'keras.optimizers.RMSprop'>,0
100,0.3559840589761734,0.8849999904632568,0.24403966069221497,0.935,sigmoid,40,None,0.25,100,64,1,<class 'keras.optimizers.Nadam'>,0
100,0.2589350551366806,0.9200000166893005,0.07399305094731971,0.95375,softmax,40,1000.0,0,100,256,2,<class 'keras.optimizers.Adam'>,0.25
100,0.9374080002307892,0.8299999833106995,1.1457747220993042,0.835,sigmoid,100,1000.0,0.5,100,64,2,<class 'keras.optimizers.Adam'>,0
100,0.8527220189571381,0.7850000262260437,1.4320058673620224,0.56625,softmax,100,1000.0,0.5,100,64,1,<class 'keras.optimizers.Nadam'>,0.5
100,0.5700955063104629,0.8500000238418579,0.6590196527540684,0.83,softmax,20,None,0,100,64,1,<class 'keras.optimizers.RMSprop'>,0.5
100,1.628846788406372,0.6899999976158142,2.0143652617931367,0.535,sigmoid,40,10.0,0.5,100,64,1,<class 'keras.optimizers.Adadelta'>,0.25
100,0.2841376900672913,0.8999999761581421,0.10465411078184843,0.9525,softmax,40,1.0,0.25,100,128,1,<class 'keras.optimizers.Adadelta'>,0
100,0.5853864207863808,0.8500000238418579,1.1552869066596032,0.69375,sigmoid,20,1000.0,0.5,100,64,1,<class 'keras.optimizers.Nadam'>,0.25
100,0.2012324348092079,0.9350000023841858,0.07269267180672614,0.95875,softmax,40,1.0,0.25,100,256,2,<class 'keras.optimizers.Nadam'>,0.25
100,1.5088840126991272,0.7350000143051147,1.6909775584936142,0.64625,sigmoid,100,1000.0,0.25,100,64,2,<class 'keras.optimizers.RMSprop'>,0.5
100,1.8636501550674438,0.6700000166893005,2.188486969470978,0.4875,sigmoid,40,1.0,0.25,100,64,1,<class 'keras.optimizers.Adadelta'>,0.5
100,0.719824880361557,0.8399999737739563,0.5090855173766613,0.93375,sigmoid,100,1000.0,0,100,64,2,<class 'keras.optimizers.Adam'>,0.25
100,0.5413772881031036,0.8600000143051147,0.20963275376707316,0.94375,softmax,20,None,0.25,100,64,1,<class 'keras.optimizers.Adadelta'>,0
100,0.38799627125263214,0.8899999856948853,0.42815590277314186,0.905,softmax,100,1000.0,0,100,128,1,<class 'keras.optimizers.Adam'>,0.5
100,0.32387260496616366,0.8999999761581421,0.13129961360245943,0.94875,sigmoid,40,10.0,0,100,128,1,<class 'keras.optimizers.Nadam'>,0.25
